Julia's Classifier
---------------------------------------------
Expected results:

Accuracy: 0.529642
Precision: 0.540787
Recall: 0.519452
F1 Score: 0.529905



1	"Yo no creo que a nadie le haya encantado un pene flácido .
"	"Yo no creo que a nadie le haya encantado un pene flcido 
"
1	"Las personas que se comprometen a comprar una Gramofon a través de la campaña de arranque obtendrán una membresía Fon ( que significa el acceso a más de 12 millones de puntos de acceso FON ) a cambio de compartir su WiFi en casa , como es el negocio habitual de Fon .
"	"Las personas que se comprometen a comprar una Gramofon a travs de la campaa de arranque obtendrn una membresa Fon  que significa el acceso a ms de  millones de puntos de acceso FON  a cambio de compartir su WiFi en casa  como es el negocio habitual de Fon 
"
1	"Las ventajas de quadcopters más accesibles hace que la fotografía aérea sea prácticamente accesible para quien sea .
"	"Las ventajas de quadcopters ms accesibles hace que la fotografa area sea prcticamente accesible para quien sea 
"
1	"Tenía un poco más de atención .
"	"Tena un poco ms de atencin 
"
1	"Lo que hizo ese momento aún más doloroso para ella .
"	"Lo que hizo ese momento an ms doloroso para ella 
"
1	"Y si eso no es suficientemente canchero para usted , la colaboración entre Disney y el hotel de hielo también incluirá una cueva actividad congelada para que los niños puedan disfrutar !
"	"Y si eso no es suficientemente canchero para usted  la colaboracin entre Disney y el hotel de hielo tambin incluir una cueva actividad congelada para que los nios puedan disfrutar 
"
1	"El gobierno chino está invirtiendo fuertemente en la construcción de centros de datos para servir cada vez mayor número de usuarios de teléfonos inteligentes en el país .
"	"El gobierno chino est invirtiendo fuertemente en la construccin de centros de datos para servir cada vez mayor nmero de usuarios de telfonos inteligentes en el pas 
"
0	""" "" Va a ver y sentir como Nokia construyó .
"	"  Va a ver y sentir como Nokia construy 
"
1	"No crea en las afirmaciones de Dylan Farrow !
"	"No crea en las afirmaciones de Dylan Farrow 
"
1	""" Lo están pasando genial juntos ... ella piensa que podría ser su media naranja .
"	" Lo estn pasando genial juntos  ella piensa que podra ser su media naranja 
"
1	"Armstrong después de aterrizar en la Luna "" .
"	"Armstrong despus de aterrizar en la Luna  
"
1	"La idea detrás de estos teléfonos parece ser la construcción de la cuota de mercado en el extremo inferior del mercado para impulsar sus cifras globales ( y aumentar el uso del servicio Microsoft ) .
"	"La idea detrs de estos telfonos parece ser la construccin de la cuota de mercado en el extremo inferior del mercado para impulsar sus cifras globales  y aumentar el uso del servicio Microsoft  
"
0	"Es pavloviano a este punto .
"	"Es pavloviano a este punto 
"
1	"Qualcomm simplemente no tiene la comercialización o energía para la distribución necesaria para de un dispositivo así algo exitoso .
"	"Qualcomm simplemente no tiene la comercializacin o energa para la distribucin necesaria para de un dispositivo as algo exitoso 
"
1	"Jessica Lessin , uno de los periodistas de tecnología superior en el Wall Street Journal sobre los últimos diez años , puso en marcha la Información en diciembre .
"	"Jessica Lessin  uno de los periodistas de tecnologa superior en el Wall Street Journal sobre los ltimos diez aos  puso en marcha la Informacin en diciembre 
"
0	"La anterior ex-editora-en jefe Janet Chan me dijo una vez que ella apreciaba mi capacidad tanto de sentarme a la mesa como la de "" orbitar "" sobre ella-para ser capaz de conocer el tema , pero tiener un buen ojo para asegurarme de que las de las voces de las madres de color fueran incluidas y respetadas .
"	"La anterior exeditoraen jefe Janet Chan me dijo una vez que ella apreciaba mi capacidad tanto de sentarme a la mesa como la de  orbitar  sobre ellapara ser capaz de conocer el tema  pero tiener un buen ojo para asegurarme de que las de las voces de las madres de color fueran incluidas y respetadas 
"
1	"Janice nació en el norte de Kensington , el final lamentable de Notting Hill .
"	"Janice naci en el norte de Kensington  el final lamentable de Notting Hill 
"
1	"Es interesante-y tal vez inevitable-que a medida que crece rewardStyle , la compañía , sin embargo , ha comenzado a virar lejos de sus pobres advenedizas raíces para competir por una mucho mas sofisticada , nueva imagen .
"	"Es interesantey tal vez inevitableque a medida que crece rewardStyle  la compaa  sin embargo  ha comenzado a virar lejos de sus pobres advenedizas races para competir por una mucho mas sofisticada  nueva imagen 
"
0	"Hice lo que cualquier ser humano decente haría - le dije , "" ¿ Qué ?
"	"Hice lo que cualquier ser humano decente hara  le dije    Qu 
"
1	""" Salí de la tienda y estaba como : ' Quiero decirles acerca de este nuevo diseñador que acabo de descubrir , ' "" Amber me dijo .
"	" Sal de la tienda y estaba como   Quiero decirles acerca de este nuevo diseador que acabo de descubrir    Amber me dijo 
"
1	"Era un nuevo tipo de hackers colectiva .
"	"Era un nuevo tipo de hackers colectiva 
"
0	"Por un lado , grabado en modo de larga duración para adaptarse a todo , era "" licencia para Ill ' Beastie Boys and Concrete Blonde de ' sangría ' .
"	"Por un lado  grabado en modo de larga duracin para adaptarse a todo  era  licencia para Ill  Beastie Boys and Concrete Blonde de  sangra  
"
1	"Desde luego , tratamos de evitar ese tipo de cosas y comentarios como Brad de duda ayuda a hacer eso .
"	"Desde luego  tratamos de evitar ese tipo de cosas y comentarios como Brad de duda ayuda a hacer eso 
"
1	"Y la energía de ese final ¡ SE DISPARA !
"	"Y la energa de ese final  SE DISPARA 
"
1	"Desde hace mucho tiempo socio de la marca Kate Spade , por ejemplo , al parecer , ha perdido algo de su brillo .
"	"Desde hace mucho tiempo socio de la marca Kate Spade  por ejemplo  al parecer  ha perdido algo de su brillo 
"
1	"O bien , técnicamente hablando , es el frente !
"	"O bien  tcnicamente hablando  es el frente 
"
0	"Te puedes llenar o vaciar .
"	"Te puedes llenar o vaciar 
"
1	"Bueno , resulta que la fallecida Sarah Jones trabajó en The Vampire Diaries , también .
"	"Bueno  resulta que la fallecida Sarah Jones trabaj en The Vampire Diaries  tambin 
"
0	") "" , Pero eso todavía significaba que otras 29 personas tenían que mirar el apartamento y rechazarlo antes de que tuviera una oportunidad .
"	"   Pero eso todava significaba que otras  personas tenan que mirar el apartamento y rechazarlo antes de que tuviera una oportunidad 
"
0	"Pensamos que Tumblr en realidad puede ser capaz de crear tanto valor como Yahoo !
"	"Pensamos que Tumblr en realidad puede ser capaz de crear tanto valor como Yahoo 
"
1	"¿ Cómo fue volver a estar juntos .
"	" Cmo fue volver a estar juntos 
"
1	"El mes pasado , Shrem fue detenido en el aeropuerto de Nueva York John F. Kennedy por cargos de lavado de dinero .
"	"El mes pasado  Shrem fue detenido en el aeropuerto de Nueva York John F Kennedy por cargos de lavado de dinero 
"
1	""" Nunca me puse las gafas en mi vida , pero era muy caliente "" , dijo de las luces del estudio brillantes .
"	" Nunca me puse las gafas en mi vida  pero era muy caliente   dijo de las luces del estudio brillantes 
"
0	"Iluminación Christopher Akerlind ' s añadió tanto al espectáculo !
"	"Iluminacin Christopher Akerlind  s aadi tanto al espectculo 
"
1	"Esta es la manera más impresionante que ganar a la Miss Congeniality !
"	"Esta es la manera ms impresionante que ganar a la Miss Congeniality 
"
1	"Tyra Banks regresa a la TV , todos ustedes !
"	"Tyra Banks regresa a la TV  todos ustedes 
"
1	"En 2012 , la lista pública de la donación fue descubierta , con Mozilla apareciendo junto al nombre de Eich .
"	"En   la lista pblica de la donacin fue descubierta  con Mozilla apareciendo junto al nombre de Eich 
"
1	"No es que esto no estuviera en los radares de los otros editores , es sólo que no era algo en lo que ellos necesariamente pensaran tanto o tan profundamente como yo
"	"No es que esto no estuviera en los radares de los otros editores  es slo que no era algo en lo que ellos necesariamente pensaran tanto o tan profundamente como yo
"
1	"Es posible que Marvel está tratando de conseguir Zac por su reboot de Daredevil .
"	"Es posible que Marvel est tratando de conseguir Zac por su reboot de Daredevil 
"
1	"Tendremos que ver si terminan ofreciéndole uno está de acuerdo con .
"	"Tendremos que ver si terminan ofrecindole uno est de acuerdo con 
"
1	"Además , otros servicios de intercambio de archivos pueden funcionar lentamente para usuarios fuera de los EE.UU. , especialmente si están tratando de sincronizar archivos multimedia de gran tamaño .
"	"Adems  otros servicios de intercambio de archivos pueden funcionar lentamente para usuarios fuera de los EEUU  especialmente si estn tratando de sincronizar archivos multimedia de gran tamao 
"
1	"Se trata de un nivel .
"	"Se trata de un nivel 
"
1	"La favorita de Perezcious , Lissie , acaba de lanzar un nuevo EP de covers ... ¡ que están taaaan buenos !
"	"La favorita de Perezcious  Lissie  acaba de lanzar un nuevo EP de covers   que estn taaaan buenos 
"
0	"Brooke Burke Charvet echada de Bailando con las estrellas !
"	"Brooke Burke Charvet echada de Bailando con las estrellas 
"
1	"He aquí una incontrovertible ley de la amistad femenina que le ahorrará mucho tiempo : Cualquier mujer que piensa ser "" la Carrie "" es una trola y probablemente sea una mujer horrible .
"	"He aqu una incontrovertible ley de la amistad femenina que le ahorrar mucho tiempo  Cualquier mujer que piensa ser  la Carrie  es una trola y probablemente sea una mujer horrible 
"
1	"Hice mi entrenamiento normal el primer día de la limpieza y fue vergonzoso .
"	"Hice mi entrenamiento normal el primer da de la limpieza y fue vergonzoso 
"
0	"Si usted va a intentar algo como esto probablemente debería eliminar poco a poco ciertas cosas de su dieta primero .
"	"Si usted va a intentar algo como esto probablemente debera eliminar poco a poco ciertas cosas de su dieta primero 
"
1	"Él unfollows Twitter después de engañar denuncias Come Out !
"	"l unfollows Twitter despus de engaar denuncias Come Out 
"
0	"Nos mudamos de nuevo a la búsqueda Sitio de búsqueda Google , ya que simplemente funciona mejor para mí .
"	"Nos mudamos de nuevo a la bsqueda Sitio de bsqueda Google  ya que simplemente funciona mejor para m 
"
1	"después de una pausa larga de escribir blogs , espero volver a escribir más regularmente .
"	"despus de una pausa larga de escribir blogs  espero volver a escribir ms regularmente 
"
1	""" Nos entristece decir que su ingreso está en peligro , y que es posible que tengamos que retirar su aplicación debido a su pobre ética escolar y asistencia a clase .
"	" Nos entristece decir que su ingreso est en peligro  y que es posible que tengamos que retirar su aplicacin debido a su pobre tica escolar y asistencia a clase 
"
1	"La retórica en torno a la defensa de Alzheimer en los últimos años se ha centrado en la búsqueda de una cura .
"	"La retrica en torno a la defensa de Alzheimer en los ltimos aos se ha centrado en la bsqueda de una cura 
"
0	"El Sony de hoy es diferente de la de Sony de hace cinco años .
"	"El Sony de hoy es diferente de la de Sony de hace cinco aos 
"
1	"A continuación , toca el botón de nuevo detener la grabación cuando haya terminado .
"	"A continuacin  toca el botn de nuevo detener la grabacin cuando haya terminado 
"
1	"Si él puede besar mi-Size Barbie Clare en una cesta de bambú en el río frente a Camila , y todo el mundo , y Vietnam , y Dios , él puede besar a Renee al final de una fecha como un adulto maldito .
"	"Si l puede besar miSize Barbie Clare en una cesta de bamb en el ro frente a Camila  y todo el mundo  y Vietnam  y Dios  l puede besar a Renee al final de una fecha como un adulto maldito 
"
1	"Esa primavera , después de años con el corazón débil , se despidió de su trabajo .
"	"Esa primavera  despus de aos con el corazn dbil  se despidi de su trabajo 
"
1	"Anonymous vio las demandas de la iglesia como intentos de censura .
"	"Anonymous vio las demandas de la iglesia como intentos de censura 
"
1	"Una de las áreas donde los dispositivos Yota está confiando en crowdsourcing ideas para verter en el desarrollo de YotaPhone está en el lado apps .
"	"Una de las reas donde los dispositivos Yota est confiando en crowdsourcing ideas para verter en el desarrollo de YotaPhone est en el lado apps 
"
0	"Y a veces tenemos que hacer tiempo para perseguir abajo .
"	"Y a veces tenemos que hacer tiempo para perseguir abajo 
"
